Insurance,Type,Name,Indication,Carrier,Status,TimeRequirementType,TimeRequirementValue,CompleteRule
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Aflac (Final Expense),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,AIG (SIWL),Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Innovative Solutions),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Senior Choice),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Pekin (Final Expense),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Home Life (GuideStar 45+),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Foresters (PlanRight),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Peace of Mind NC),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Peace of Mind),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Sentinel,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,First Guaranty,Decline,permanent,,"If ever treated for Amputation Due to Cancer for Blood or Bone Marrow, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Family Solution),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Family Choice),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,LCBA (Loyal Christian Benefit Association),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Peace of Mind NC),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Standard Life,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (American Legacy),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Family Protector Family Plan),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,KSKJ,Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Platinum Solution Legacy Plan),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Royal Neighbors (Jet Whole Life),Not Available,none,,Royal Neighbors (Jet Whole Life) is not available for underwriting.
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Aetna (Protection Series) (MT),Decline,permanent,,"If ever treated for Amputation Due to Cancer for Blood or Bone Marrow, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Royal Arcanum (Graded Benefit),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Senior Choice),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Family Legacy),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Dignity Solutions),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Family Benefit Life,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Mutual of Omaha (Children's Whole Life),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Christian Fidelity,Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Innovative Choice),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Aetna (Protection Series),Decline,permanent,,"If ever treated for Amputation Due to Cancer for Blood or Bone Marrow, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Baltimore Life (aPriority 0-49),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,CVS (Aetna Accendo) (MT),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (American Guardian),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Guarantee Trust Life,Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Baltimore Life (aPriority 50+),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Family Protector Legacy Plan),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,GPM,Approved,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , SECURE-Mark Modified | No rate available for $25,000.00 at age 51."
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Innovative Solutions),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,American Amicable (Innovative Choice),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Polish Falcons,Decline,none,,"If ""Is the prospect confined to a wheelchair or motorized mobility device?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Security National (Loyalty Plan),Decline,permanent,,"If ever treated for Amputation Due to Cancer for Blood or Bone Marrow, Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Oxford,Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Stage A Prostate,Occidental Life (Family Solution),Decline,permanent,,"If ever treated for Amputation Due to Cancer, Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Royal Arcanum (Whole Life),Approved,none,,
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Royal Arcanum (SIWL),Approved,none,,
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",UHL,Approved,none,,
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Bankers Fidelity Final Expense,Approved,none,,
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Lincoln Heritage,Approved,none,,
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Elco (Silver Eagle),Approved,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Silver Eagle Guaranteed Issue"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Cincinnati Equitable,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Bankers Fidelity Final Expense (MT),Approved,none,,Not offered in TX
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Mutual of Omaha (Living Promise),Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Trinity Life,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Baltimore Life (iProvide 45-69),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",SBLI (Living Legacy),Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Mountain Life,Decline,none,,"If ""Is the prospect confined to a wheelchair or motorized mobility device?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Liberty Bankers,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Senior Life (Platinum Protection),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Illinois Mutual (Path Protector Plus),Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Baltimore Life (iProvide 70+),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",AIG (SIWL),Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Pekin (Final Expense),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",American Home Life (GuideStar 45+),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Foresters (PlanRight),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Sentinel,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Standard Life,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Family Benefit Life,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Christian Fidelity,Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Guarantee Trust Life,Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",GPM,Approved,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , SECURE-Mark Modified | No rate available for $25,000.00 at age 51."
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Polish Falcons,Decline,none,,"If ""Is the prospect confined to a wheelchair or motorized mobility device?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,"Stomach, Esophageal, Small Intestine",Oxford,Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Royal Arcanum (Whole Life),Approved,none,,
FEX,Condition,Amputation Due to Cancer,Other,Royal Arcanum (SIWL),Approved,none,,
FEX,Condition,Amputation Due to Cancer,Other,UHL,Approved,none,,
FEX,Condition,Amputation Due to Cancer,Other,Bankers Fidelity Final Expense,Approved,none,,
FEX,Condition,Amputation Due to Cancer,Other,Lincoln Heritage,Approved,none,,
FEX,Condition,Amputation Due to Cancer,Other,Elco (Silver Eagle),Approved,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Silver Eagle Guaranteed Issue"
FEX,Condition,Amputation Due to Cancer,Other,Cincinnati Equitable,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Bankers Fidelity Final Expense (MT),Approved,none,,Not offered in TX
FEX,Condition,Amputation Due to Cancer,Other,Mutual of Omaha (Living Promise),Decline,none,,"If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Trinity Life,Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Baltimore Life (iProvide 45-69),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,SBLI (Living Legacy),Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Mountain Life,Decline,none,,"If ""Is the prospect confined to a wheelchair or motorized mobility device?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Liberty Bankers,Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Senior Life (Platinum Protection),Decline,none,,"If ""Has the prospect ever had cancer more than once?"" answered ""Yes"" , Decline"
FEX,Condition,Amputation Due to Cancer,Other,Illinois Mutual (Path Protector Plus),Decline,none,,"If ""Does the proposed insured need help with any activities of daily living (adls)?"" answered ""Yes"" , Decline"
